filename,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,label
./Dataset\Augmentasi_Dataset\angry\noisy_OAF_back_angry.wav,-364.9786376953125,47.4551887512207,-15.612601280212402,-12.164759635925293,-3.849559783935547,7.157229900360107,-22.065309524536133,-6.603796005249023,-9.113241195678711,-3.5654752254486084,0.9785362482070923,0.2633044421672821,2.2184348106384277,angry
./Dataset\Augmentasi_Dataset\angry\shifted_OAF_back_angry.wav,-381.1817321777344,52.73080062866211,-17.24203109741211,-11.53997802734375,-4.63771915435791,7.813074588775635,-24.987863540649414,-6.952925205230713,-10.028158187866211,-3.104860305786133,0.4142191708087921,0.9266296625137329,2.1541876792907715,angry
./Dataset\Augmentasi_Dataset\angry\pitched_OAF_back_angry.wav,-408.73883056640625,31.637666702270508,-41.11954116821289,-11.094121932983398,-5.461045742034912,-27.200925827026367,-2.018069267272949,8.474411010742188,5.1168365478515625,6.96875,-4.933200359344482,-5.298192501068115,-14.064839363098145,angry
./Dataset\Augmentasi_Dataset\angry\stretched_OAF_back_angry.wav,-405.81085205078125,59.8218879699707,-23.124908447265625,-16.076486587524414,-5.341645240783691,7.936949729919434,-28.011995315551758,-9.068405151367188,-11.45297908782959,-4.110299110412598,0.32312047481536865,1.8440755605697632,2.9260058403015137,angry
./Dataset\Augmentasi_Dataset\angry\noisy_OAF_bar_angry.wav,-299.5091857910156,27.79022789001465,-0.7161526083946228,-11.051094055175781,-5.642921447753906,2.1973345279693604,-1.869840145111084,-1.983062744140625,-5.777957916259766,-2.890275239944458,-1.0107171535491943,3.303926944732666,1.8345508575439453,angry
./Dataset\Augmentasi_Dataset\angry\shifted_OAF_bar_angry.wav,-443.0272216796875,65.94873046875,-2.2735226154327393,-20.234800338745117,-10.299467086791992,10.825942993164062,-9.312466621398926,-1.3298500776290894,-12.473894119262695,2.984215021133423,-9.472566604614258,10.000423431396484,-0.9967266917228699,angry
./Dataset\Augmentasi_Dataset\angry\pitched_OAF_bar_angry.wav,-470.4399108886719,47.72160720825195,-38.945743560791016,-16.750417709350586,4.16828727722168,-8.996199607849121,-11.878678321838379,6.793567657470703,4.5124640464782715,8.79167366027832,-6.208953857421875,-10.735244750976562,-10.086128234863281,angry
./Dataset\Augmentasi_Dataset\angry\stretched_OAF_bar_angry.wav,-464.6973571777344,65.3945541381836,-5.972428798675537,-23.435649871826172,-12.517653465270996,9.1243257522583,-9.98996353149414,-2.4480268955230713,-11.878479957580566,1.9790107011795044,-10.51845645904541,9.740822792053223,0.3125274181365967,angry
./Dataset\Augmentasi_Dataset\angry\noisy_OAF_base_angry.wav,-255.9774932861328,15.689682960510254,-0.21572548151016235,-0.6209751963615417,2.341846466064453,-0.9539106488227844,-8.7753324508667,-3.8966064453125,-5.011552333831787,-3.320455551147461,-2.7776310443878174,1.8898162841796875,0.4628436267375946,angry
./Dataset\Augmentasi_Dataset\angry\shifted_OAF_base_angry.wav,-399.2747802734375,26.093299865722656,-4.426985263824463,0.2884453237056732,-0.7114797234535217,1.2432341575622559,-18.988306045532227,-2.2267401218414307,-13.120290756225586,-0.86799156665802,-12.701629638671875,7.790671348571777,-0.7807831168174744,angry
./Dataset\Augmentasi_Dataset\angry\pitched_OAF_base_angry.wav,-437.00579833984375,15.313450813293457,-20.38210105895996,-3.3774678707122803,-13.015353202819824,-19.74431800842285,-6.956521511077881,2.871081829071045,-0.09686599671840668,9.35234546661377,-5.381331443786621,-10.73832893371582,-8.732878684997559,angry
./Dataset\Augmentasi_Dataset\angry\stretched_OAF_base_angry.wav,-423.0340270996094,28.316543579101562,-8.063131332397461,-3.39552640914917,-2.019312620162964,1.2716021537780762,-21.752517700195312,-3.8850972652435303,-13.209916114807129,-2.681032419204712,-13.513218879699707,7.608954906463623,-0.6742618083953857,angry
./Dataset\Augmentasi_Dataset\angry\noisy_OAF_bath_angry.wav,-305.3840026855469,35.14603042602539,-8.12680435180664,-11.610380172729492,-1.2385565042495728,3.733139991760254,-12.936920166015625,-7.867961883544922,-8.442752838134766,-2.6127405166625977,-0.011232723481953144,0.23704108595848083,0.11032500863075256,angry
./Dataset\Augmentasi_Dataset\angry\shifted_OAF_bath_angry.wav,-382.9041748046875,53.483341217041016,-10.652127265930176,-13.14725399017334,-3.3116891384124756,7.125296115875244,-21.298545837402344,-7.385417938232422,-13.02490234375,-3.0185554027557373,-1.704000473022461,1.3352913856506348,0.5473455190658569,angry
./Dataset\Augmentasi_Dataset\angry\pitched_OAF_bath_angry.wav,-413.8429260253906,35.016319274902344,-38.25123596191406,-12.228286743164062,-4.023752212524414,-25.098390579223633,-5.572298526763916,6.607476234436035,4.641347885131836,3.7172257900238037,-4.1521735191345215,-4.921188831329346,-11.116065979003906,angry
./Dataset\Augmentasi_Dataset\angry\stretched_OAF_bath_angry.wav,-404.50335693359375,57.302486419677734,-15.234833717346191,-17.505887985229492,-5.282395839691162,6.92728328704834,-24.094892501831055,-9.503886222839355,-14.359318733215332,-4.040436267852783,-2.2120234966278076,1.0993772745132446,0.3768171966075897,angry
./Dataset\Augmentasi_Dataset\angry\noisy_OAF_bean_angry.wav,-253.6331787109375,20.990942001342773,4.415887355804443,4.298155307769775,4.733302593231201,-1.1147351264953613,-8.27989673614502,-1.6845282316207886,-6.535232067108154,-6.5363335609436035,-2.605856418609619,-0.5041218996047974,-1.581498622894287,angry
./Dataset\Augmentasi_Dataset\angry\shifted_OAF_bean_angry.wav,-392.0453796386719,55.71900939941406,4.930509090423584,9.075835227966309,3.8640708923339844,0.924186110496521,-24.126201629638672,7.207614421844482,-19.867643356323242,-12.621647834777832,-11.68974494934082,-1.9203473329544067,-4.859525203704834,angry
./Dataset\Augmentasi_Dataset\angry\pitched_OAF_bean_angry.wav,-426.5827941894531,44.42027282714844,-13.165717124938965,2.613227128982544,-15.893628120422363,-27.391010284423828,-5.367282867431641,-15.850828170776367,0.7009494304656982,6.724129676818848,-10.904644966125488,-7.747910022735596,-9.160118103027344,angry
./Dataset\Augmentasi_Dataset\angry\stretched_OAF_bean_angry.wav,-417.487548828125,57.37438201904297,-1.2917286157608032,6.115662097930908,5.92089319229126,2.323911666870117,-25.92987823486328,6.850915431976318,-20.393217086791992,-13.224169731140137,-12.540319442749023,-1.8037773370742798,-4.417984485626221,angry
./Dataset\Augmentasi_Dataset\angry\noisy_OAF_beg_angry.wav,-423.9251403808594,48.25174331665039,-5.095381259918213,-1.2294625043869019,6.544772624969482,2.817308187484741,-25.938608169555664,-3.4094018936157227,-10.216876983642578,-4.445155620574951,-9.86785888671875,9.433313369750977,1.0011097192764282,angry
./Dataset\Augmentasi_Dataset\angry\shifted_OAF_beg_angry.wav,-425.77410888671875,49.86358642578125,-4.101174831390381,-0.3431575298309326,6.999204635620117,3.433809518814087,-26.037155151367188,-3.3485913276672363,-10.285552024841309,-4.325379848480225,-10.009531021118164,9.502659797668457,1.233538031578064,angry
./Dataset\Augmentasi_Dataset\angry\pitched_OAF_beg_angry.wav,-450.2425537109375,34.50824737548828,-26.450225830078125,-0.3809508681297302,-13.189410209655762,-26.33977508544922,-1.2179781198501587,5.144167900085449,-0.11030750721693039,10.340178489685059,-10.32494068145752,-10.052227973937988,-8.566627502441406,angry
./Dataset\Augmentasi_Dataset\angry\stretched_OAF_beg_angry.wav,-447.44647216796875,53.519588470458984,-8.150450706481934,-3.980278730392456,5.80307149887085,2.354457378387451,-28.794483184814453,-4.728755950927734,-10.907857894897461,-5.317433834075928,-11.260374069213867,9.642189025878906,0.8085370659828186,angry
./Dataset\Augmentasi_Dataset\angry\noisy_OAF_bite_angry.wav,-264.2299499511719,26.377870559692383,-2.400524616241455,-4.4257121086120605,-2.085625171661377,-3.800640821456909,-9.580426216125488,-4.003908157348633,-4.820631980895996,-2.335461139678955,-1.621972680091858,2.4168288707733154,-1.5265165567398071,angry
./Dataset\Augmentasi_Dataset\angry\shifted_OAF_bite_angry.wav,-389.8883972167969,53.80525588989258,-11.03248119354248,-0.7854562401771545,-4.667963027954102,-1.5862822532653809,-23.42923355102539,0.8954079151153564,-13.019489288330078,-1.288515567779541,-12.081628799438477,6.437295436859131,-5.1222758293151855,angry
./Dataset\Augmentasi_Dataset\angry\pitched_OAF_bite_angry.wav,-418.19183349609375,34.69682312011719,-32.67146301269531,-7.410628795623779,-16.764822006225586,-18.175453186035156,-3.619476795196533,-1.1958792209625244,-3.0659172534942627,4.323333263397217,-11.993509292602539,-9.369975090026855,-2.9914982318878174,angry
./Dataset\Augmentasi_Dataset\angry\stretched_OAF_bite_angry.wav,-409.8595886230469,56.72573471069336,-14.580862045288086,-4.740859508514404,-6.08797550201416,-1.462996244430542,-24.81879997253418,-0.12752081453800201,-13.180754661560059,-1.9769470691680908,-12.0908203125,6.301761150360107,-5.423606872558594,angry
./Dataset\Augmentasi_Dataset\angry\noisy_OAF_boat_angry.wav,-272.1723937988281,29.828306198120117,7.951634407043457,-3.400954246520996,-5.137693405151367,-3.7197086811065674,-6.652897834777832,-4.9527907371521,-7.5172319412231445,-6.119753837585449,-4.704390048980713,-0.479364275932312,0.6230373382568359,angry
./Dataset\Augmentasi_Dataset\angry\shifted_OAF_boat_angry.wav,-419.7811279296875,77.68001556396484,10.233222961425781,-8.34315299987793,-10.309858322143555,-0.024550659582018852,-17.717912673950195,0.001201070612296462,-18.98160171508789,-6.589352607727051,-10.264742851257324,0.2789824306964874,-2.304201126098633,angry
./Dataset\Augmentasi_Dataset\angry\pitched_OAF_boat_angry.wav,-446.7249450683594,63.4673957824707,-24.76569175720215,-18.191329956054688,-9.552351951599121,-18.12392234802246,-13.734916687011719,-7.301202297210693,5.258139610290527,11.9688081741333,-1.655759334564209,-6.176988124847412,-20.21010971069336,angry
./Dataset\Augmentasi_Dataset\angry\stretched_OAF_boat_angry.wav,-445.8362121582031,76.5451889038086,5.439215183258057,-11.749513626098633,-11.19851016998291,1.740527629852295,-17.224395751953125,0.35940414667129517,-19.918861389160156,-7.962046146392822,-11.512459754943848,0.1940951943397522,-2.202963352203369,angry
./Dataset\Augmentasi_Dataset\angry\noisy_OAF_bone_angry.wav,-278.78387451171875,33.38673400878906,11.920354843139648,-1.131602168083191,-7.410966873168945,-5.29752254486084,-8.184887886047363,-3.0604395866394043,-10.302849769592285,-2.8221442699432373,-6.240035057067871,-0.3589373826980591,-0.5756037831306458,angry
./Dataset\Augmentasi_Dataset\angry\shifted_OAF_bone_angry.wav,-389.0050964355469,60.80302429199219,18.713092803955078,-0.40109825134277344,-16.79237174987793,-2.9162228107452393,-11.54703426361084,2.0169689655303955,-19.81924819946289,1.7330336570739746,-13.698873519897461,1.49153470993042,-2.690734386444092,angry
./Dataset\Augmentasi_Dataset\angry\pitched_OAF_bone_angry.wav,-414.6095886230469,55.60859680175781,-12.15642261505127,-23.473121643066406,-14.99758529663086,-6.8224592208862305,-15.485122680664062,-6.767014026641846,0.5164363384246826,1.2166364192962646,-0.33714526891708374,-8.824947357177734,-12.421161651611328,angry
./Dataset\Augmentasi_Dataset\angry\stretched_OAF_bone_angry.wav,-416.9530334472656,66.99169921875,17.762351989746094,-2.5624375343322754,-19.04002571105957,-2.8689489364624023,-13.118017196655273,0.9386423826217651,-22.442495346069336,1.1980754137039185,-16.55274772644043,0.7779459357261658,-1.7430342435836792,angry
./Dataset\Augmentasi_Dataset\angry\noisy_OAF_book_angry.wav,-265.9169921875,22.05641746520996,-1.2833174467086792,-7.643107891082764,-4.525763511657715,0.6355600357055664,-6.086097717285156,-3.225452423095703,-8.393732070922852,-4.436456203460693,-1.508325219154358,5.852333068847656,3.638442277908325,angry
